X   Y
28.312	-0.000501748
44.178	0.009714463
27.191	0.011490532
68.797	0.035325299
42.177	0.04232898
31.767	0.033207282
85.362	0.020991587
57.740	0.015042936
49.591	0.017045686
17.871	0.044855653
97.706	0.006865818
69.659	0.002746523
63.273	0.013910857
31.513	0.046484857
13.721	0.012760786
176.880	-0.000537811
148.574	0.003547541
144.379	0.013653918
112.653	0.048064225
94.794	0.017087063
81.158	0.006388555
206.002	0.006519225
177.706	0.003471006
171.463	0.012309686
140.064	0.033121888
122.256	0.014764828
108.948	0.01250443
30.759	0.01271976
218.014	0.004590981
189.705	0.002186772
183.857	0.009713443
152.402	0.036763639
134.572	0.01882794
121.200	0.010672704
41.710	0.007258303
12.521	0.004694939
292.980	0.006996612
264.693	0.007455168
259.971	0.008290162
228.406	0.039058198
210.544	0.018381791
197.046	0.008914771
116.191	0.01396226
88.762	0.004992804
76.262	0.005803486
338.090	0.00587633
309.822	0.002352521
305.288	0.011664492
273.721	0.04305741
255.858	0.02410749
242.352	0.006440211
161.424	0.010488875
134.016	0.016094944
121.535	0.006048363
45.318	0.015444917
361.227	0.014301653
332.973	0.009076644
328.575	0.023227259
296.998	0.059928349
279.134	0.029738858
265.618	0.020741467
184.649	0.012555691
157.310	0.021711367
144.830	0.014960518
68.605	0.022055968
23.295	0.010938353
502.011	0.00966247
473.842	0.011582621
470.099	0.016425435
438.476	0.050497411
420.606	0.015785304
407.046	0.007852176
325.951	0.014003387
298.915	0.015878176
286.432	0.012155993
210.183	0.012371176
164.900	0.016063971
141.606	0.019804605
417.343	0.002931569
389.044	0.005010985
381.819	0.014929615
350.865	0.038518657
333.195	0.029442042
320.098	0.010642061
240.856	0.007416601
211.341	0.007182216
199.383	0.002568581
126.806	0.009439267
85.386	0.007752641
66.590	0.017656337
102.972	0.012699249
416.614	0.004243935
388.327	0.001039079
380.814	0.01608462
349.944	0.046638198
332.309	0.024842174
319.266	0.00915811
240.303	0.008513874
210.629	0.007224824
198.751	0.005916803
126.836	0.009732815
86.209	0.005834848
68.191	0.008804849
106.247	0.018029299
4.320	0.001631658
429.215	0.004741375
400.936	0.003137815
393.222	0.017853144
362.420	0.041330404
344.811	0.025946179
331.807	0.005250423
253.010	0.010825946
223.258	0.010652275
211.425	0.003889066
139.702	0.012022831
98.908	0.003198196
80.338	0.017542432
98.947	0.009566654
13.748	0.000731134
12.868	0.00229827
409.391	0.013263621
381.134	0.012545438
373.088	0.016849191
342.383	0.041981432
324.819	0.029219543
311.883	0.012955703
233.512	0.015187201
203.556	0.012330182
191.850	0.011500764
121.495	0.00928237
82.991	0.013993105
67.206	0.019243314
116.960	0.007804438
14.587	0.005829789
10.780	0.007970019
20.582	0.009535059
409.949	0.020574788
381.696	0.018236618
373.582	0.020668538
342.900	0.057663832
325.346	0.016652772
312.424	0.008073662
234.129	0.024023594
204.144	0.01868264
192.459	0.019077124
122.276	0.013951979
83.943	0.016322133
68.273	0.028467994
117.217	0.013951979
15.156	0.016756141
11.199	0.011173467
20.347	0.013633369
1.131	0.011510995
446.883	0.008160047
418.620	0.008355231
410.586	0.020522712
379.896	0.045861005
362.331	0.032002394
349.391	0.014517749
270.876	0.012965964
241.005	0.015496476
229.246	0.006708707
157.892	0.015279963
117.065	0.003120709
98.084	0.017687407
91.655	0.01502233
31.701	0.00320826
31.087	0.005059469
18.230	0.001666774
37.513	0.007809516
37.005	0.020335282
448.962	0.01341765
420.702	0.014672159
412.608	0.014219355
381.938	0.038184423
364.383	0.016580427
351.455	0.011562155
272.999	0.016322133
243.104	0.011736139
231.361	0.007415586
160.102	0.008345064
119.327	0.015393363
100.353	0.025651545
91.343	0.006875956
33.968	0.008969741
33.319	0.010044896
20.472	0.014445707
39.572	0.008066549
39.038	0.012217465
2.271	0.009989809
452.306	0.024401237
424.048	0.02434877
415.931	0.019077124
385.270	0.050950059
367.718	0.041601567
354.795	0.028351655
276.353	0.031044758
246.454	0.026831097
234.714	0.016745803
163.441	0.014414835
122.586	0.020741467
103.491	0.033869567
89.910	0.031597842
37.206	0.020689374
36.640	0.020272821
23.781	0.020803985
42.915	0.018257354
42.373	0.027939393
5.552	0.018174413
3.356	0.019773406
473.033	0.012053558
444.782	0.014816318
436.521	0.015187201
405.918	0.043329473
388.388	0.021366998
375.493	0.016497759
297.147	0.016280819
267.219	0.011930663
255.500	0.016632101
184.177	0.00782272
142.935	0.018869462
123.268	0.029261916
83.736	0.019763007
57.621	0.011858987
57.341	0.014281078
44.476	0.012637719
63.663	0.017501018
63.086	0.021617425
26.328	0.014219355
24.165	0.012248203
20.810	0.015785304
475.729	0.005802474
447.480	0.008070613
439.180	0.016518424
408.592	0.045303452
391.068	0.032417923
378.180	0.015341815
299.869	0.018101851
269.929	0.013941698
258.218	0.008505737
186.934	0.008301345
145.690	0.006922593
125.994	0.018485512
83.631	0.015640869
60.381	0.002822947
60.099	0.006131365
47.233	0.006092899
66.374	0.011603087
65.789	0.019357601
29.075	0.004518323
26.904	0.016652772
23.549	0.015682132
2.760	0.010468453
484.607	0.013540907
456.351	0.017004312
448.140	0.014682455
417.524	0.046703929
399.988	0.030078286
387.081	0.016642437
308.651	0.0156615
278.763	0.008657306
267.018	0.013900577
195.419	0.008720388
153.784	0.01480602
133.705	0.026304176
80.231	0.016859531
68.681	0.007695773
68.622	0.007794281
55.784	0.011756612
75.218	0.004362953
74.659	0.013356033
37.775	0.008203754
35.660	0.004125954
32.309	0.00210944
11.632	0.009451494
9.052	0.010396985
